Finanskontoalias,Angivelse af finanskontoalias,Type,Brugergruppe/bruger,Ændret af
3641014000,02008-335641999-029003-409---4038,Delt,,FujAdm07
3641032203,02012-335641999-020001-229---4038,Delt,,FujAdm07
3641032904,02012-335641999-020001-299---4038,Delt,,FujAdm07
3641034001,02012-335641999-020001-409---4038,Delt,,FujAdm07
3641034907,02012-335641999-020001-499---4038,Delt,,FujAdm07
3641041008,02012-335641999-060601-109---,Delt,,jun
3641049750,02012-335641999-029001-979---4038,Delt,,FujAdm07
3641172900,02012-335641999-029002-299---4038,Delt,,FujAdm07
3641174504,02012-335641999-029002-459---4038,Delt,,FujAdm07
3641182205,02012-335641999-029003-229---4038,Delt,,FujAdm07
3641182906,02012-335641999-029003-299---4038,Delt,,FujAdm07
3641184003,02012-335641999-029003-409---4038,Delt,,FujAdm07
3641184909,02012-335641999-029003-499---4038,Delt,,FujAdm07
3641192901,02012-335641999-029003-299---4038,Delt,,FujAdm07
3641194009,02012-335641999-029003-409---4038,Delt,,FujAdm07
3641202206,02012-335641999-026074-229---,Delt,,jun
3641202907,02012-335641999-026074-299---,Delt,,jun
3641204004,02012-335641999-026074-409---,Delt,,jun
3641204950,02012-335641999-026074-499---,Delt,,jun
3641209405,02012-335641999-026074-949---,Delt,,jun
3641287902,02008-335641999-029003-799---4038,Delt,,FujAdm07
3641292906,02008-335641999-026001-299---4038,Delt,,FujAdm07
3641294909,02008-335641999-026001-499---4038,Delt,,FujAdm07
3641354006,02008-335641999-029003-409---4038,Delt,,FujAdm07
3641354901,02008-335641999-029003-499---4038,Delt,,FujAdm07
3641802904,02012-335641999-029003-299---4038,Delt,,FujAdm07
3641804001,02012-335641999-029003-409---4038,Delt,,FujAdm07
3641874050,02012-335641999-026076-409---4038,Delt,,FujAdm07
3641877904,02012-335641999-026076-799TS---4038,Delt,,FujAdm07
3641879702,02012-335641999-026076-979---4038,Delt,,FujAdm07
3641882908,02012-335641999-029002-299---4038,Delt,,FujAdm07
3641884501,02012-335641999-029002-459---4038,Delt,,FujAdm07
3642264000,02008-335641999-026077-409---4038,Delt,,FujAdm07
3642267603,02008-335641999-026077-769---4038,Delt,,FujAdm07
3642281002,02008-335641200-060601-109---,Delt,,jun
3642289704,02008-335641200-029001-979---4038,Delt,,FujAdm07
3642292950,02008-335641999-026110-299---4038,Delt,,FujAdm07
3642294007,02008-335641999-026110-409---4038,Delt,,FujAdm07
3642564004,02008-335641999-026052-409---4038,Delt,,FujAdm07
3642594906,02008-335641999-026012-499---4038,Delt,,FujAdm07
3642599401,02008-335641999-026012-949---4038,Delt,,FujAdm07
3642599703,02008-335641999-026012-979---4038,Delt,,FujAdm07
3642944001,02035-338751999-026081-409---,Delt,,emu
3642947906,02038-335641999-026081-799---4038,Delt,,ajml
3643164050,02038-335641999-020007-409-P00007--4038,Delt,,ajml
3643181001,02038-335641999-020007-109-P00007--,Delt,,mmge
3643184000,02038-335641999-020007-409-P00007--4038,Delt,,ajml
3643194006,02038-335641999-020007-409-P00007--4038,Delt,,ajml
3643204001,02038-335641999-020007-409-P00007--4038,Delt,,ajml
3643214007,02038-335641999-020007-409-P00007--4038,Delt,,ajml
3643224002,02038-335641999-020007-409-P00007--4038,Delt,,ajml
3643234008,02038-335641999-020007-409-P00007--4038,Delt,,ajml
3643244003,02038-335641999-020007-409-P00007--4038,Delt,,ajml
3643254009,02038-335641999-020007-409-P00007--4038,Delt,,ajml
3643264004,02038-335641999-020007-409-P00007--4038,Delt,,ajml
3643274050,02038-335641999-020007-409-P00007--4038,Delt,,ajml
3643284005,02038-335641999-020007-409-P00007--4038,Delt,,ajml
3643304006,02038-335641999-026104-409---4038,Delt,,madw
3644919209,02038-335641999-026084-929---4038,Delt,,emu
3685692901,99004-322013999-990023-299-A301168--3034,Delt,,FujAdm07
3685694009,99004-322013999-990023-409-A301168--3034,Delt,,FujAdm07
3685694505,99004-322013999-990023-459-A301168--3034,Delt,,FujAdm07
3685694904,99004-322013999-990023-499-A301168--3034,Delt,,FujAdm07
3685699450,99004-322013999-990023-949-A301168--3034,Delt,,FujAdm07
3685704004,99004-322013999-990023-409-A301168--3034,Delt,,FujAdm07
3685704500,99004-322013999-990023-459-A301168--3034,Delt,,FujAdm07
3685704950,99004-322013999-990023-499-A301168--3034,Delt,,FujAdm07
3685709405,99004-322013999-990023-949-A301168--3034,Delt,,FujAdm07
3700121002,04002-338701999-060601-109---,Delt,,jun
3700131008,04010-338701999-040029-109---,Delt,,jun
3700141003,04019-338701999-060601-109---,Delt,,jun
3700151009,04049-338701999-060601-109---,Delt,,jun
3700404950,04048-338701999-040011-499---,Delt,,jun
3700414050,04048-338701999-040008-409---,Delt,,jun
3700914002,04048-338701999-040008-409---,Delt,,jun
3700914908,04048-338701999-040008-499---,Delt,,jun
3701034006,04048-338701999-040005-409---,Delt,,ajml
3701464906,04048-338701999-040008-499---,Delt,,jun
3701864009,04048-338701999-040008-409---,Delt,,jun
3701864904,04048-338701999-040008-499---,Delt,,jun
3701924001,04048-338701999-040008-409---,Delt,,jun
3701924907,04048-338701999-040008-499---,Delt,,jun
3701977903,02050-335641999-029091-979---,Delt,,emu
3702014904,04048-338701999-040005-499---,Delt,,jun
3702034050,04042-338701999-040008-409---4035,Delt,,ajml
3702034905,04042-338701999-040008-499---4035,Delt,,ajml
3702041006,02010-338701999-060601-109---,Delt,,jun
3702049708,02010-338701999-029001-979---4035,Delt,,FujAdm07
3702062909,02010-338701999-020002-299---4035,Delt,,FujAdm07
3702064901,02010-338701999-020002-499---4035,Delt,,FujAdm07
3702072904,02010-338701999-029002-299---4035,Delt,,FujAdm07
3702074508,02010-338701999-029002-459---4035,Delt,,FujAdm07
3702074907,02010-338701999-029002-499---4035,Delt,,FujAdm07
3702082209,02010-338701999-026010-229---4035,Delt,,FujAdm07
3702082950,02010-338701999-026010-299---4035,Delt,,FujAdm07
3702084902,02010-338701999-026010-499---4035,Delt,,FujAdm07
3702087901,02050-335641999-029123-979---,Delt,,emu
3702089408,02010-338701999-026010-949---4035,Delt,,FujAdm07
3702089750,02050-335641999-029123-799---,Delt,,jun
3702092905,02010-338701999-029003-299---4035,Delt,,FujAdm07
3702094908,02010-338701999-029003-499---4035,Delt,,FujAdm07
3702134004,04048-338701999-040008-409---,Delt,,jun
3702134950,04048-338701999-040008-499---,Delt,,jun
3702164000,02010-338701999-029001-409---4035,Delt,,FujAdm07
3702192209,02010-338701999-029003-229---4035,Delt,,FujAdm07
3702192950,02010-338701999-029003-299---4035,Delt,,FujAdm07
3702194007,02010-338701999-029003-409---,Delt,,mmge
3702194902,02010-338701999-029003-499---4035,Delt,,FujAdm07
3702199203,02010-338701999-029003-929---4035,Delt,,FujAdm07
3702262908,02010-338701999-029003-299---4035,Delt,,FujAdm07
3702264005,02010-338701999-029003-409---4035,Delt,,FujAdm07
3702264900,02010-338701999-029003-499---4035,Delt,,FujAdm07
3702354950,04048-338701999-040005-499---,Delt,,jun
3702364050,04048-338701999-040005-409---,Delt,,jun
3702364905,04048-338701999-040005-499---,Delt,,jun
3702514001,04048-338701999-040008-409---,Delt,,jun
3702514907,04048-338701999-040008-499---,Delt,,jun
3702644002,02030-335641999-026121-409--026230-,Delt,,ajml
3702644908,02030-335641999-026121-499--026230-,Delt,,ajml
3702651009,02050-335641999-060601-109---,Delt,,jun
3702662906,02030-335641999-026121-299---,Delt,,ajml
3702672901,02030-335641999-026121-299--026230-,Delt,,ajml
3702674009,02030-335641999-026121-409--026230-,Delt,,ajml
3702674505,02030-335641999-026121-459--026230-,Delt,,ajml
3702674904,02030-335641999-026121-499--026230-,Delt,,ajml
3702682907,02030-335641999-026121-299--026230-,Delt,,ajml
3702684004,02030-335641999-026121-409--026230-,Delt,,ajml
3702684950,02030-335641999-026121-499--026230-,Delt,,ajml
3702687909,02050-335641999-029116-799---,Delt,,jun
3702732904,02030-335641999-026121-299--026230-,Delt,,ajml
3702914050,04048-338701999-040008-409---,Delt,,jun
3702914905,04048-338701999-040008-499---,Delt,,jun
3704109201,02035-338701999-026024-929---,Delt,,mmge
3705332907,02010-338701999-020006-299---4035,Delt,,FujAdm07
3705334500,02010-338701999-020006-459---4035,Delt,,FujAdm07
3705354900,02010-338701999-020006-499---4035,Delt,,FujAdm07
3706394000,04048-338701999-040008-409---,Delt,,jun
3706394906,04048-338701999-040008-499---,Delt,,jun
3708569207,02035-338701999-026026-929---4035,Delt,,ajml
3720031050,02035-338721001-026002-109--026009-,Delt,,mmge
3720037202,02035-338721001-026002-799--026009-,Delt,,madw
3720071001,02035-338721001-026002-109--026010-,Delt,,mmge
3720077204,02035-338721001-026002-799--026010-,Delt,,madw
3720091002,02035-338721001-026002-109--026012-,Delt,,mmge
3720097205,02035-338721001-026002-799--026012-,Delt,,madw
3720161000,02035-338721001-026002-109--026013-,Delt,,mmge
3720167203,02035-338721001-026002-799--026013-,Delt,,madw
3724262901,99004-322013999-990027-299-A301172--3030,Delt,,FujAdm07
3724264009,99004-322013999-990027-409-A301172--3030,Delt,,FujAdm07
3724264505,99004-322013999-990027-459-A301172--3030,Delt,,FujAdm07
3724264904,99004-322013999-990027-499-A301172--3030,Delt,,FujAdm07
3724269450,99004-322013999-990027-949-A301172--3030,Delt,,FujAdm07
3730155904,02027-338731999-026042-599---4035,Delt,,FujAdm07
3730174003,02027-338731999-026043-409---4035,Delt,,FujAdm07
3730174909,02027-338731999-026043-499---4035,Delt,,FujAdm07
3730355903,02027-338731999-026044-599---4035,Delt,,FujAdm07
3740015906,02027-338741001-026101-599---4035,Delt,,FujAdm07
3750352900,02013-335641999-026047-299---,Delt,,jun
3750355950,02012-335641999-026047-599---,Delt,,jun
3750359409,02030-335641999-026047-949---,Delt,,ajml
3750604004,02038-335641999-026121-409--026229-,Delt,,madw
3751044002,02035-338751999-026086-409---4035,Delt,,ajml
3751124006,02035-338751999-026086-409---4035,Delt,,ajml
3751759206,02035-338701999-026026-929---,Delt,,ait
3760011001,02021-338761999-060601-109---,Delt,,jun
3760011907,02021-338761999-060601-106---,Delt,,jun
3760021007,02021-338761999-060601-109---,Delt,,jun
3760021902,02021-338761999-060601-106---,Delt,,jun
3760031002,02021-338761999-060601-109---,Delt,,jun
3760054002,02021-338761999-029001-409---4035,Delt,,FujAdm07
3760124000,02021-338761999-029001-409---4035,Delt,,FujAdm07
3760402205,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760402302,02021-338761999-026050-239---4035,Delt,,FujAdm07
3760402906,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760404003,02021-338761999-026050-409---4035,Delt,,FujAdm07
3760404550,02021-338761999-026050-459---4035,Delt,,FujAdm07
3760404909,02021-338761999-026050-499---4035,Delt,,FujAdm07
3760407207,02021-338761999-026050-729---4035,Delt,,FujAdm07
3760409250,02021-338761999-026050-929---4035,Delt,,FujAdm07
3760409404,02021-338761999-026050-949---4035,Delt,,FujAdm07
3760422206,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760422907,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760424004,02021-338761999-026050-409---4035,Delt,,FujAdm07
3760424950,02021-338761999-026050-499---4035,Delt,,FujAdm07
3760427208,02021-338761999-026050-729---4035,Delt,,FujAdm07
3760432201,02021-338761999-029010-229---4035,Delt,,FujAdm07
3760432902,02021-338761999-029010-299---4035,Delt,,FujAdm07
3760442207,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760442908,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760444005,02021-338761999-026050-409---4035,Delt,,FujAdm07
3760444900,02021-338761999-026050-499---4035,Delt,,FujAdm07
3760447209,02021-338761999-026050-729---4035,Delt,,FujAdm07
3760449201,02021-338761999-026050-929---4035,Delt,,FujAdm07
3760452202,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760452903,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760454000,02021-338761999-026050-409---4035,Delt,,FujAdm07
3760454906,02021-338761999-026050-499---4035,Delt,,FujAdm07
3760457204,02021-338761999-026050-729---4035,Delt,,FujAdm07
3760459401,02021-338761999-026050-949---4035,Delt,,FujAdm07
3760462909,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760472904,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760482950,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760492905,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760494002,02021-338761999-026050-409---4035,Delt,,FujAdm07
3760497206,02021-338761999-026050-729---4035,Delt,,FujAdm07
3760502307,02021-338761999-026049-239---4035,Delt,,FujAdm07
3760502900,02021-338761999-026049-299---4035,Delt,,FujAdm07
3760504008,02021-338761999-026049-409---4035,Delt,,FujAdm07
3760504903,02021-338761999-026049-499---4035,Delt,,FujAdm07
3760507201,02021-338761999-026049-729---4035,Delt,,FujAdm07
3760522200,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760524009,02021-338761999-029023-409---4035,Delt,,FujAdm07
3760527202,02021-338761999-026050-729---4035,Delt,,FujAdm07
3760542201,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760544050,02021-338761999-026050-409---4035,Delt,,FujAdm07
3760544905,02021-338761999-026050-499---4035,Delt,,FujAdm07
3760547203,02021-338761999-026050-729---4035,Delt,,FujAdm07
3760549400,02021-338761999-026050-949---4035,Delt,,FujAdm07
3760562202,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760562903,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760569207,02021-338761999-026050-929---4035,Delt,,FujAdm07
3760572909,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760574006,02021-338761999-026050-409---4035,Delt,,FujAdm07
3760574901,02021-338761999-026050-499---4035,Delt,,FujAdm07
3760582203,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760582904,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760584907,02021-338761999-026050-499---4035,Delt,,FujAdm07
3760589402,02021-338761999-026050-949---4035,Delt,,FujAdm07
3760594007,02021-338761999-026050-409---4035,Delt,,FujAdm07
3760594902,02021-338761999-026050-499---4035,Delt,,FujAdm07
3760622205,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760622906,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760624909,02021-338761999-026050-499---4035,Delt,,FujAdm07
3760632308,02021-338761999-026050-239---4035,Delt,,FujAdm07
3760632901,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760634009,02021-338761999-026050-409---4035,Delt,,FujAdm07
3760642303,02021-338761999-026050-239---4035,Delt,,FujAdm07
3760642907,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760644004,02021-338761999-026050-409---4035,Delt,,FujAdm07
3760644950,02021-338761999-026050-499---4035,Delt,,FujAdm07
3760662207,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760662908,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760667209,02021-338761999-026050-729---4035,Delt,,FujAdm07
3760669201,02021-338761999-026050-929---4035,Delt,,FujAdm07
3760682208,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760684901,02021-338761999-026050-499---4035,Delt,,FujAdm07
3760712905,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760714908,02021-338761999-026050-499---4035,Delt,,FujAdm07
3760719403,02021-338761999-026050-949---4035,Delt,,FujAdm07
3760722250,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760724008,02021-338761999-026050-409---4035,Delt,,FujAdm07
3760724903,02021-338761999-026050-499---4035,Delt,,FujAdm07
3760732205,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760732906,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760734003,02021-338761999-026050-409---4035,Delt,,FujAdm07
3760737207,02021-338761999-026050-729---4035,Delt,,FujAdm07
3760742200,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760742901,02021-338761999-029010-299---4035,Delt,,FujAdm07
3760744009,02021-338761999-029023-409---4035,Delt,,FujAdm07
3760744904,02021-338761999-026050-499---4035,Delt,,FujAdm07
3760747202,02021-338761999-026050-729---4035,Delt,,FujAdm07
3760752206,02021-338761999-029010-229---4035,Delt,,FujAdm07
3760752907,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760754004,02021-338761999-029010-409---4035,Delt,,FujAdm07
3760772908,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760812209,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760814902,02021-338761999-026050-499---4035,Delt,,FujAdm07
3760822204,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760822905,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760922209,02021-338761999-029010-229---4035,Delt,,FujAdm07
3760922950,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760924007,02021-338761999-026050-409---4035,Delt,,FujAdm07
3760942250,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760942900,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760944903,02021-338761999-026050-499---4035,Delt,,FujAdm07
3760952205,02021-338761999-029010-229---4035,Delt,,FujAdm07
3760952906,02021-338761999-029010-299---4035,Delt,,FujAdm07
3760954003,02021-338761999-029010-409---4035,Delt,,FujAdm07
3760962200,02021-338761999-029023-229---4035,Delt,,FujAdm07
3760962901,02021-338761999-029010-299---4035,Delt,,FujAdm07
3760964009,02021-338761999-026050-409---4035,Delt,,FujAdm07
3760982201,02021-338761999-026050-229---4035,Delt,,FujAdm07
3760982902,02021-338761999-026050-299---4035,Delt,,FujAdm07
3760987203,02021-338761999-026050-729---4035,Delt,,FujAdm07
3760992908,02021-338761999-026050-299---4035,Delt,,FujAdm07
3761032908,02021-338761999-029023-299---4035,Delt,,FujAdm07
3761042202,02021-338761999-026050-229---4035,Delt,,FujAdm07
3761042903,02021-338761999-026050-299---4035,Delt,,FujAdm07
3761047204,02021-338761999-026050-729---4035,Delt,,FujAdm07
3761062904,02021-338761999-026050-299---4035,Delt,,FujAdm07
3761064001,02021-338761999-029023-409---4035,Delt,,FujAdm07
3761102205,02021-338761999-026051-229---4035,Delt,,FujAdm07
3761102906,02021-338761999-026051-299---4035,Delt,,FujAdm07
3761104003,02021-338761999-026051-409---4035,Delt,,FujAdm07
3761104550,02021-338761999-026051-459---4035,Delt,,FujAdm07
3761104909,02021-338761999-026051-499---4035,Delt,,FujAdm07
3761107207,02021-338761999-026051-729---4035,Delt,,FujAdm07
3761109404,02021-338761999-026051-949---4035,Delt,,FujAdm07
3761112901,02021-338761999-026050-299---4035,Delt,,FujAdm07
3761184007,02021-338761999-026051-409---4035,Delt,,FujAdm07
3761184007*,99010-022013999-990034-499-A001300--,Delt,,sme
3761187200,02021-338761999-026051-729---4035,Delt,,FujAdm07
3761207201,02021-338761999-026051-729---4035,Delt,,FujAdm07
3761222200,02021-338761999-026051-229---4035,Delt,,FujAdm07
3761237208,02021-338761999-026051-729---4035,Delt,,FujAdm07
3761242902,02021-338761999-026050-299---4035,Delt,,FujAdm07
3761244050,02021-338761999-026050-409---4035,Delt,,FujAdm07
3761252207,02021-338761999-026050-229---4035,Delt,,FujAdm07
3761252908,02021-338761999-026050-299---4035,Delt,,FujAdm07
3761262202,02021-338761999-026050-229---4035,Delt,,FujAdm07
3761262903,02021-338761999-026050-299---4035,Delt,,FujAdm07
3761267204,02021-338761999-026050-729---4035,Delt,,FujAdm07
3761272208,02021-338761999-026050-229---4035,Delt,,FujAdm07
3761272909,02021-338761999-026050-299---4035,Delt,,FujAdm07
3761274006,02021-338761999-026050-409---4035,Delt,,FujAdm07
3761277250,02021-338761999-026050-729---4035,Delt,,FujAdm07
3761282203,02021-338761999-026050-229---4035,Delt,,FujAdm07
3761282904,02021-338761999-026050-299---4035,Delt,,FujAdm07
