Finanskontoalias,Angivelse af finanskontoalias,Type,Brugergruppe/bruger,Ændret af
6456234907,03002-645511002-030193-499---6062,Delt,,FujAdm07
6456242209,03002-645511002-030193-229---,Delt,,FujAdm07
6456242950,03002-645511002-030193-299---6062,Delt,,FujAdm07
6456244007,03002-645511002-030193-409---6062,Delt,,FujAdm07
6456244902,03002-645511002-030193-499---6062,Delt,,FujAdm07
6456254002,10002-645511002-100094-409---,Delt,,mmge
6456254908,10002-645511002-100094-499---6062,Delt,,FujAdm07
6456264008,10002-645511002-100006-409---6062,Delt,,FujAdm07
6456264903,10002-645511002-100006-499---6062,Delt,,FujAdm07
6456267902,10002-645511002-100005-799---6062,Delt,,FujAdm07
6456269107,10002-645511002-100006-919---6062,Delt,,FujAdm07
6456277908,03004-645511002-060620-799---,Delt,,jun
6456284009,03004-645511002-060620-409---,Delt,,jun
6456284904,03004-645511002-060620-499---,Delt,,jun
6456287903,03004-645511002-060620-799---,Delt,,jun
6456324906,10002-645511002-100098-499---6062,Delt,,FujAdm07
6456464007,10002-645511002-100098-409---6062,Delt,,FujAdm07
6456464902,10002-645511002-100098-499---6062,Delt,,FujAdm07
6456467901,11002-645511002-91935-799---,Delt,,emu
6456469203,07015-645531999-070012-929---,Delt,,emu
6456501050,09605-645511001-060601-109---,Delt,,emu
6456501905,09605-645511001-060601-106---,Delt,,emu
6456504009,09605-645511001-060602-409---,Delt,,emu
6456509108,09605-645511001-096088-919---5052,Delt,,FujAdm07
6456509701,09605-645511001-096088-979---5052,Delt,,FujAdm07
6456514004,09605-645511002-060602-409---,Delt,,emu
6456514950,09605-645511002-060602-499---,Delt,,emu
6456519200,09605-645511002-099017-929---5052,Delt,,FujAdm07
6456521000,09605-645511002-060601-109---,Delt,,emu
6456524050,09605-645511002-099012-409---5052,Delt,,FujAdm07
6456532908,09605-645511002-060602-299---,Delt,,emu
6456534005,09605-645511002-099002-409---5052,Delt,,FujAdm07
6456534900,09605-645511002-060602-499---,Delt,,emu
6456544000,09605-645511002-060602-409---,Delt,,emu
6456554901,09605-645511002-060603-499---,Delt,,emu
6456622907,09605-645511002-060603-299---,Delt,,emu
6456624004,09605-645511002-096006-409---5052,Delt,,FujAdm07
6456624950,09605-645511002-096006-499---5052,Delt,,FujAdm07
6456629200,09605-645511002-060603-929---,Delt,,emu
6456629405,09605-645511002-096006-949---5052,Delt,,FujAdm07
6456632309,09605-645511002-060603-239---,Delt,,emu
6456794007,09605-645511002-096089-409--096011-5052,Delt,,FujAdm07
6456987905,03004-645511002-030017-799---6062,Delt,,FujAdm07
6457132903,04009-645511002-040029-299---,Delt,,jun
6457134000,04009-645511002-040029-409---,Delt,,jun
6457154001,04009-645511002-040029-409---,Delt,,jun
6457251007,06005-645511002-060119-109---,Delt,,jun
6457251902,06005-645511002-060119-106---6062,Delt,,FujAdm07
6457254006,06005-645511002-060119-409---,Delt,,jun
6457942905,04009-645511002-040029-299---,Delt,,jun
6457944002,04009-645511002-040029-409---,Delt,,jun
6457944509,04009-645511002-040029-459---,Delt,,jun
6457944908,04009-645511002-040029-499---,Delt,,jun
6457949705,04009-645511002-040029-979---,Delt,,jun
6458111004,04009-645511002-060601-109---,Delt,,jun
6458111950,04009-645511002-060601-106---,Delt,,jun
6458112906,04009-645511002-040029-299---,Delt,,jun
6458114003,04009-645511002-040029-409---,Delt,,jun
6458122901,04009-645511002-040029-299---,Delt,,jun
6458124009,04009-645511002-040029-409---,Delt,,jun
6458132907,04009-645511002-040029-299---,Delt,,jun
6458134004,04009-645511002-040029-409---,Delt,,jun
6458139405,04009-645511002-040029-949---,Delt,,jun
6458142309,04009-645511002-040029-239---,Delt,,jun
6458142902,04009-645511002-040029-299---,Delt,,jun
6458144050,04009-645511002-040029-409---,Delt,,jun
6458144905,04009-645511002-040029-499---,Delt,,jun
6458212900,04009-645511002-040029-299---,Delt,,jun
6458234009,04009-645511002-040029-409---,Delt,,jun
6458254905,04009-645511002-040029-499---,Delt,,jun
6458259400,04009-645511002-040029-949---,Delt,,jun
6458264501,04009-645511002-040029-459---,Delt,,jun
6458264900,04009-645511002-040029-499---,Delt,,jun
6458404907,10002-645511002-100099-499---6062,Delt,,FujAdm07
6458412950,10002-645511002-100103-299---6062,Delt,,FujAdm07
6458414902,10002-645511002-100099-499---6062,Delt,,FujAdm07
6458504006,10002-645511002-100100-409---6062,Delt,,FujAdm07
6458509709,10002-645511002-100100-979---6062,Delt,,FujAdm07
6458517906,10002-645511002-100100-799TS---6062,Delt,,FujAdm07
6458682907,04010-645511002-040010-299---6062,Delt,,FujAdm07
6458684004,04010-645511002-040010-409---6062,Delt,,FujAdm07
6458684950,04010-645511002-040010-499---6062,Delt,,FujAdm07
6458711001,04011-645511002-060601-109---,Delt,,jun
6458711907,04011-645511002-060601-106---,Delt,,jun
6458721007,01010-645511999-010006-109---,Delt,,clr1
6458722909,04011-645511002-040028-299---,Delt,,jun
6458724502,04011-645511002-040028-459---,Delt,,jun
6458724901,04011-645511002-040028-499---,Delt,,jun
6458731002,01011-645511999-010006-109---,Delt,,clr1
6458732203,04011-645511002-040028-229---,Delt,,jun
6458732904,04011-645511002-040028-299---,Delt,,jun
6458734001,04011-645511002-040028-409---,Delt,,jun
6458734907,04011-645511002-040028-499---,Delt,,jun
6458741008,08002-645561999-060601-109---,Delt,,jun
6458742950,04011-645511002-040028-299---,Delt,,jun
6458744902,04011-645511002-040028-499---,Delt,,jun
6458751003,08002-645541999-060601-109---,Delt,,jun
6458761009,08002-645551999-060601-109---,Delt,,jun
6458807203,04011-645511002-040028-729---,Delt,,jun
6458809702,04011-645511002-040028-979---,Delt,,jun
6458832909,04011-645511002-040028-299---,Delt,,jun
6459107906,04010-645511002-040004-799---6062,Delt,,FujAdm07
6459352706,04010-645511002-040004-279---6062,Delt,,FujAdm07
6459374009,04010-645511002-040004-409---6062,Delt,,FujAdm07
6459374505,04010-645511002-040004-459---6062,Delt,,FujAdm07
6459382303,04010-645511002-040004-239---6062,Delt,,FujAdm07
6459394050,04010-645511002-040004-409---6062,Delt,,FujAdm07
6459404005,04010-645511002-040002-409---6062,Delt,,FujAdm07
6459404900,04010-645511002-040002-499---6062,Delt,,FujAdm07
6459412903,04010-645511002-040002-299---6062,Delt,,FujAdm07
6459414906,04010-645511002-040002-499---6062,Delt,,FujAdm07
6459424901,04010-645511002-040002-499---6062,Delt,,FujAdm07
6459442950,04010-645511002-040010-299---6062,Delt,,FujAdm07
6459452700,04010-645511002-040010-279---6062,Delt,,FujAdm07
6459452905,04010-645511002-040010-299---6062,Delt,,FujAdm07
6459454002,04010-645511002-040010-409---6062,Delt,,FujAdm07
6459454509,04010-645511002-040010-459---6062,Delt,,FujAdm07
6459454908,04010-645511002-040010-499---6062,Delt,,FujAdm07
6459462900,04010-645511002-040010-299---6062,Delt,,FujAdm07
6459464504,04010-645511002-040010-459---6062,Delt,,FujAdm07
6459472906,04010-645511002-040010-299---6062,Delt,,FujAdm07
6459482901,04010-645511002-040010-299---6062,Delt,,FujAdm07
6459484009,04010-645511002-040010-409---6062,Delt,,FujAdm07
6459484904,04010-645511002-040010-499---6062,Delt,,FujAdm07
6459521001,04010-645511002-060601-109---,Delt,,jun
6459521907,04010-645511002-060601-106---,Delt,,jun
6459522903,04010-645511002-060603-299---,Delt,,jun
6459529401,04010-645511002-060603-949---,Delt,,jun
6459782204,04010-645511002-040010-229---6062,Delt,,FujAdm07
6459782905,04010-645511002-040010-299---6062,Delt,,FujAdm07
6459784002,04010-645511002-040010-409---6062,Delt,,FujAdm07
6459784908,04010-645511002-040010-499---6062,Delt,,FujAdm07
6459922901,03003-645511002-030188-299---6062,Delt,,FujAdm07
6459924009,03003-645511002-030188-409---6062,Delt,,FujAdm07
6459924904,03003-645511002-030188-499---6062,Delt,,FujAdm07
6459929450,03003-645511002-030188-949---6062,Delt,,FujAdm07
6460011009,11007-645511002-060601-109---,Delt,,emu
6460019107,10002-645511002-100095-919---6062,Delt,,FujAdm07
6460064005,11007-645511002-060602-409---,Delt,,emu
6460074906,11007-645511002-060602-499---,Delt,,emu
6460082208,10002-645511002-100090-229---6062,Delt,,FujAdm07
6460084901,10002-645511002-100090-499---6062,Delt,,FujAdm07
6460089202,10002-645511002-100090-929---,Delt,,mmge
6460094907,11007-645511002-060602-499---,Delt,,emu
6460501006,08002-645511002-060601-109---,Delt,,emu
6460521007,08002-645511001-060601-109---,Delt,,emu
6460554002,08002-645511002-080001-409---6062,Delt,,FujAdm07
6461001007,08002-645511002-060601-109---,Delt,,emu
6461001902,08002-645511002-060601-106---,Delt,,emu
6461004006,08002-645511002-080001-409---6062,Delt,,FujAdm07
6461007900,08002-645511002-080024-799---6062,Delt,,FujAdm07
6461009105,08002-645511002-080001-919---6062,Delt,,FujAdm07
6461021008,08002-645511001-060601-109---,Delt,,emu
6461021903,08002-645511001-060601-106---,Delt,,emu
6461029106,08002-645511001-080001-919---6062,Delt,,FujAdm07
6461029750,08002-645511001-060602-979---,Delt,,emu
6461054003,08002-645511002-060602-409---,Delt,,emu
6461064009,08002-645511002-060602-409---,Delt,,emu
6461064904,08002-645511002-080003-499---6062,Delt,,FujAdm07
6461074004,08002-645511002-080005-409---6062,Delt,,FujAdm07
6461074950,08002-645511002-080005-499---6062,Delt,,FujAdm07
6461082201,08002-645511002-060602-229---,Delt,,emu
6461089206,08002-645511002-060602-929---,Delt,,emu
6461092908,08002-645511002-060602-299---,Delt,,emu
6461094005,08002-645511002-080006-409---6062,Delt,,FujAdm07
6461094900,08002-645511002-080006-499---6062,Delt,,FujAdm07
6461102903,08002-645511002-080002-299---6062,Delt,,FujAdm07
6461112909,08002-645511002-060603-299---,Delt,,emu
6461114006,08002-645511002-080004-409---6062,Delt,,FujAdm07
6461124907,08002-645511002-080007-499---6062,Delt,,FujAdm07
6461131008,11003-645511002-060154-109---,Delt,,jun
6461132950,08002-645511002-080027-299---6062,Delt,,FujAdm07
6461134902,08002-645511002-080027-499---6062,Delt,,FujAdm07
6461139408,08002-645511002-080027-949---6062,Delt,,FujAdm07
6461142905,08002-645511002-060602-299---,Delt,,emu
6461144002,08002-645511002-080028-409---6062,Delt,,FujAdm07
6461144908,08002-645511002-080028-499---6062,Delt,,FujAdm07
6461172901,08004-645511001-060602-299---,Delt,,emu
6461174009,08004-645511001-080006-409---6062,Delt,,FujAdm07
6461174904,08004-645511001-080006-499---6062,Delt,,FujAdm07
6461184950,08004-645511001-060602-499---,Delt,,emu
6461189200,08004-645511001-080026-929---6062,Delt,,FujAdm07
6461192902,08004-645511001-080006-299---6062,Delt,,FujAdm07
6461194050,08004-645511001-080006-409---6062,Delt,,FujAdm07
6461194905,08004-645511001-060602-499---,Delt,,emu
6461231002,08002-645511001-060601-109---,Delt,,emu
6461231908,08002-645511001-060601-106---,Delt,,emu
6461239704,08002-645511001-080001-979---6062,Delt,,FujAdm07
6461241008,08002-645511002-060601-109---,Delt,,emu
6461501050,04002-645511002-060601-109---,Delt,,jun
6461501905,04002-645511002-060601-106---,Delt,,jun
6461504009,04002-645511002-060602-409---,Delt,,jun
6461504904,04002-645511002-060603-499---,Delt,,jun
6461509108,04002-645511002-060601-919---,Delt,,jun
6461509450,04002-645511002-060603-949---,Delt,,jun
6461554006,04002-645511002-060602-409---,Delt,,jun
6461564001,04002-645511002-060602-409---,Delt,,jun
6461574007,04002-645511002-060602-409---,Delt,,jun
6461574902,04002-645511002-060603-499---,Delt,,jun
6461589209,04002-645511002-060603-929---,Delt,,jun
6461592900,04002-645511002-060603-299---,Delt,,jun
6461594008,04002-645511002-060602-409---,Delt,,jun
6461594903,04002-645511002-060603-499---,Delt,,jun
6461599409,04002-645511002-060603-949---,Delt,,jun
6462001000,02019-645511002-060601-109---,Delt,,jun
6462001906,02019-645511002-060601-106---,Delt,,jun
6462004050,02019-645511002-029009-400---6062,Delt,,FujAdm07
6462004905,02019-645511002-029009-499---6062,Delt,,FujAdm07
6462009109,02019-645511002-029001-919---6062,Delt,,FujAdm07
6462031007,02036-645511002-060601-109---,Delt,,jun
6462031902,02036-645511002-060601-106---,Delt,,jun
6462034006,02036-645511002-029001-409---,Delt,,mmge
6462041002,02036-645511001-060601-109---,Delt,,jun
6462054007,02019-645511002-029009-409---6062,Delt,,FujAdm07
6462064002,02019-645511002-060602-409---,Delt,,jun
6462074903,02019-645511002-029009-499---6062,Delt,,FujAdm07
6462082205,02019-645511002-029009-229---6062,Delt,,FujAdm07
6462089250,02019-645511002-029009-929---6062,Delt,,FujAdm07
6462094009,02019-645511002-029009-409---6062,Delt,,FujAdm07
6462094904,02019-645511002-029009-499---6062,Delt,,FujAdm07
6462104004,02036-645511002-029001-409---6062,Delt,,FujAdm07
6462114050,02036-645511002-029001-409---6062,Delt,,FujAdm07
6462114905,02036-645511002-029001-499---6062,Delt,,FujAdm07
6462124005,02036-645511002-029001-409---6062,Delt,,FujAdm07
6462124900,02036-645511002-029001-499---6062,Delt,,FujAdm07
6462129406,02036-645511002-029001-949---6062,Delt,,FujAdm07
6462132202,02036-645511002-029001-229---6062,Delt,,FujAdm07
6462139207,02036-645511002-029001-929---,Delt,,mmge
6462142909,02036-645511002-029001-299---6062,Delt,,FujAdm07
6462144006,02036-645511002-029001-409---6062,Delt,,FujAdm07
6462232207,01019-645511002-060602-229---,Delt,,jun
6462234005,01019-645511002-060602-409---,Delt,,jun
6462239201,01019-645511002-060602-929---,Delt,,jun
6462244000,01019-645511002-060602-409---,Delt,,jun
6462244906,01019-645511002-060602-499---,Delt,,jun
6462274007,01019-645511002-060602-409---,Delt,,jun
6462284002,01019-645511002-060602-409---,Delt,,jun
6462294008,01019-645511002-060602-409---,Delt,,jun
6462294903,01019-645511002-060602-499---,Delt,,jun
6462501003,01019-645511002-060601-109---,Delt,,jun
6462504002,01019-645511002-060602-409---,Delt,,jun
6463001004,09502-645511002-060601-109---,Delt,,emu
6463002906,09502-645511002-095052-299---6062,Delt,,FujAdm07
6463004003,09502-645511002-060602-409---,Delt,,emu
6463004909,09502-645511002-060601-499---,Delt,,emu
6463009404,09502-645511002-095052-949---6062,Delt,,FujAdm07
6463022907,09502-645511002-095053-299---6062,Delt,,FujAdm07
6463024004,09502-645511002-095053-409---6062,Delt,,FujAdm07
6463029103,09502-645511002-095053-919---6062,Delt,,FujAdm07
6463031000,09502-645511001-060601-109---,Delt,,jun
6463034050,09502-645511001-095054-409---6062,Delt,,FujAdm07
6463034905,09502-645511001-095054-499---6062,Delt,,FujAdm07
6463039400,09502-645511001-095054-949---6062,Delt,,FujAdm07
6463064006,09502-645511002-060603-400---,Delt,,emu
6463074907,09502-645511002-060603-499---,Delt,,emu
6463082950,09502-645511002-095055-299--091010-6062,Delt,,FujAdm07
6463084007,09502-645511002-060603-409---,Delt,,emu
6463084902,09502-645511002-060603-499---,Delt,,emu
6463089203,09502-645511002-060603-929---,Delt,,emu
6463092905,09502-645511002-095055-299--093045-6062,Delt,,FujAdm07
6463094908,09502-645511002-060603-499---,Delt,,emu
6463132907,09502-645511002-095055-299--091006-6062,Delt,,FujAdm07
6463142902,09502-645511002-060603-403---,Delt,,emu
6463244004,09502-645511001-095056-409---6062,Delt,,FujAdm07
6463251000,09502-645511002-060601-109---,Delt,,emu
6463251906,09502-645511002-095057-106---6062,Delt,,FujAdm07
6463252902,09502-645511002-060602-299---,Delt,,emu
6463254050,09502-645511002-060602-409---,Delt,,emu
6463254905,09502-645511002-060602-499---,Delt,,emu
6463259109,09502-645511002-095057-919---6062,Delt,,FujAdm07
6463259206,09502-645511002-095057-929---6062,Delt,,FujAdm07
6463259400,09502-645511002-095057-949---6062,Delt,,FujAdm07
6463341050,06005-645511001-060121-109---,Delt,,mmge
6463351005,06005-645511002-060122-109---,Delt,,mmge
6463351900,06005-645511002-060122-106---6062,Delt,,FujAdm07
6463359707,06005-645511002-060122-979---6062,Delt,,FujAdm07
6463364050,06005-645511002-060123-409---,Delt,,mmge
6463364905,06005-645511002-060123-499---6062,Delt,,FujAdm07
6463372908,06005-645511002-060129-299---6062,Delt,,FujAdm07
6463374005,06005-645511002-060129-409---6062,Delt,,FujAdm07
6463374900,06005-645511002-060129-499---6062,Delt,,FujAdm07
6463384000,06005-645511002-060124-409---6062,Delt,,FujAdm07
6463389207,11001-645511002-060603-929---,Delt,,emu
6463392208,06005-645511002-060130-229---6062,Delt,,FujAdm07
6463392909,06005-645511002-060130-299---6062,Delt,,FujAdm07
6463394006,06005-645511002-060130-409---6062,Delt,,FujAdm07
6463394901,06005-645511002-060130-499---6062,Delt,,FujAdm07
6463399202,06005-645511002-060130-929---6062,Delt,,FujAdm07
6464001008,10002-645511002-060601-109---,Delt,,jun
6464001903,11001-645511002-060601-106---,Delt,,emu
6464021009,10002-645511001-060601-109---,Delt,,jun
6464021904,10002-645511001-100109-106---6062,Delt,,FujAdm07
6464029700,10002-645511001-100096-979---6062,Delt,,FujAdm07
6464054004,10002-645511002-060602-409---,Delt,,jun
6464064050,10002-645511002-100096-409---6062,Delt,,FujAdm07
6464074005,10002-645511002-100096-409---,Delt,,FujAdm07
6464074900,10002-645511002-100096-499---6062,Delt,,FujAdm07
6464079406,10002-645511002-100096-949---,Delt,,FujAdm07
6464089207,10002-645511002-100096-929---,Delt,,FujAdm07
6464092909,10002-645511002-100096-299---6062,Delt,,FujAdm07
6464094006,10002-645511002-100096-409---6062,Delt,,FujAdm07
6464094901,10002-645511002-100096-499---6062,Delt,,FujAdm07
6464501000,03005-645511002-060601-109---,Delt,,jun
6464501906,03005-645511002-060601-106---,Delt,,jun
6464502201,03005-645511002-060602-229---,Delt,,jun
6464502902,03005-645511002-060602-299---,Delt,,jun
6464504050,03005-645511002-060602-409---,Delt,,jun
6464504905,03005-645511002-060602-499---,Delt,,jun
6464509400,03005-645511002-060602-949---,Delt,,jun
6464509702,03005-645511002-060602-979---,Delt,,jun
6464554007,03005-645511002-060602-409---,Delt,,jun
6464564002,03005-645511002-060602-409---,Delt,,jun
6464564908,03005-645511002-030002-499---6062,Delt,,FujAdm07
6464574008,03005-645511002-060602-409---,Delt,,jun
6464574903,03005-645511002-030002-499---6062,Delt,,FujAdm07
6464579409,03005-645511002-030002-949---6062,Delt,,FujAdm07
6464582205,03005-645511002-030002-229---6062,Delt,,FujAdm07
6464582906,03005-645511002-030002-299---6062,Delt,,FujAdm07
6464584003,03005-645511002-060602-409---,Delt,,jun
6464584909,03005-645511002-030002-499---6062,Delt,,FujAdm07
6464587908,03005-645511002-030002-799---6062,Delt,,FujAdm07
6464589250,03005-645511002-060602-929---,Delt,,jun
6464592901,03005-645511002-030002-299---6062,Delt,,FujAdm07
6464594009,03005-645511002-030002-409---6062,Delt,,FujAdm07
6464594904,03005-645511002-030002-499---6062,Delt,,FujAdm07
6464599205,03005-645511002-030002-929---,Delt,,FujAdm07
6464601005,03005-645511001-030004-109---,Delt,,madw
6464601900,03005-645511001-030002-106---6062,Delt,,FujAdm07
6464609707,03005-645511001-030002-979---6062,Delt,,FujAdm07
6466001005,10002-645511002-060601-109---,Delt,,jun
6466001900,11001-645511002-060601-106---,Delt,,emu
6466004004,10002-645511002-100002-409---6062,Delt,,FujAdm07
6466009103,10002-645511002-060601-919---,Delt,,jun
6466009707,10002-645511002-100111-979---6062,Delt,,FujAdm07
6466011000,11001-645511001-060601-109---,Delt,,emu
6466011906,10002-645511001-100109-106---6062,Delt,,FujAdm07
6466054001,10002-645511002-100096-409---6062,Delt,,FujAdm07
6466064007,10002-645511002-100002-409---,Delt,,mmge
6466064902,10002-645511002-100096-499---6062,Delt,,FujAdm07
6466082250,10002-645511002-100096-229---6062,Delt,,FujAdm07
6466082900,10002-645511002-100096-299---6062,Delt,,FujAdm07
6466084008,10002-645511002-100096-409---6062,Delt,,FujAdm07
6466084903,10002-645511002-100096-499---6062,Delt,,FujAdm07
6466089204,10002-645511002-100096-929---,Delt,,mmge
6466092205,10002-645511002-100096-229---6062,Delt,,FujAdm07
6466092906,10002-645511002-100096-299---6062,Delt,,FujAdm07
6466094003,10002-645511002-100096-409---6062,Delt,,FujAdm07
6466094909,10002-645511002-100096-499---6062,Delt,,FujAdm07
6466099250,10002-645511002-100096-929---6062,Delt,,FujAdm07
6466501008,02019-645511002-060601-109---,Delt,,jun
6467001009,02019-645511002-060601-109---,Delt,,jun
6467501001,01019-645511002-060601-109---,Delt,,jun
6471994950,05003-645521999-050001-499---6062,Delt,,FujAdm07
6471997704,05003-645521999-050001-779---6062,Delt,,FujAdm07
6472004008,05003-645521999-050001-409---6062,Delt,,FujAdm07
6472004903,05003-645521999-050001-499---6062,Delt,,FujAdm07
6472009204,05003-645521999-050001-929---6062,Delt,,FujAdm07
6472014003,05003-645521999-050001-409---6062,Delt,,FujAdm07
6472029450,11001-645511002-060602-949---,Delt,,emu
6472071007,05003-645521999-050001-109---,Delt,,mmge
6472404901,05004-645521999-050001-499---6062,Delt,,FujAdm07
6472407706,05004-645521999-050001-779---6062,Delt,,FujAdm07
6472414907,05005-645521999-050001-499---6062,Delt,,FujAdm07
6500009401,99004-645503999-990021-949-A650112--,Delt,,ajml
6500044509,99004-645503999-990021-450-A650112--,Delt,,ajml
6500044908,99004-645503999-990021-493-A650112--,Delt,,ajml
6500114507,99004-645503999-990021-459-A650112--,Delt,,ajml
6500142950,99004-645503999-990021-299-A650002--6062,Delt,,FujAdm07
6500144007,99004-645503999-990021-409-A650002--6062,Delt,,FujAdm07
6500144503,99004-645503999-990021-459-A650002--6062,Delt,,FujAdm07
6500144902,99004-645503999-990021-499-A650002--6062,Delt,,FujAdm07
6500149408,99004-645503999-990021-949-A650002--6062,Delt,,FujAdm07
6500152905,99004-645503999-990022-299-A650011--6062,Delt,,FujAdm07
6500154908,99004-645503999-990022-499-A650011--6062,Delt,,FujAdm07
6500164008,99004-645503999-990021-409-A650112--,Delt,,ajml
6500202902,99004-645503999-990021-299-A650112--,Delt,,ajml
6501111005,99004-645503999-990021-109-A650111--6062,Delt,,FujAdm07
6501112907,99004-645503999-990021-299-A650111--6062,Delt,,FujAdm07
6501114004,99004-645503999-990021-409-A650111--6062,Delt,,FujAdm07
6501114500,99004-645503999-990021-459-A650111--6062,Delt,,FujAdm07
6501114950,99004-645503999-990021-499-A650111--6062,Delt,,FujAdm07
6502871003,99004-645503999-990021-109-A650287--6062,Delt,,FujAdm07
6502872905,99004-645503999-990021-299-A650287--6062,Delt,,FujAdm07
6502874509,99004-645503999-990021-459-A650287--6062,Delt,,FujAdm07
6502874908,99004-645503999-990021-499-A650287--6062,Delt,,FujAdm07
6502879403,99004-645503999-990021-949-A650287--6062,Delt,,FujAdm07
6503034008,99008-645503999-990016-409-A650301--6062,Delt,,FujAdm07
6503034903,99008-645503999-990016-499-A650301--6062,Delt,,FujAdm07
6503074050,99008-645503999-990016-409-A650307--6062,Delt,,FujAdm07
6503082908,99004-645503999-990028-299-A650308--6062,Delt,,FujAdm07
6503084501,99004-645503999-990028-459-A650308--6062,Delt,,FujAdm07
6503092903,99004-645503999-990027-299-A650309--6062,Delt,,FujAdm07
6503094000,99004-645503999-990027-409-A650309--6062,Delt,,FujAdm07
6503094507,99004-645503999-990027-459-A650309--6062,Delt,,FujAdm07
6503094906,99004-645503999-990027-499-A650309--6062,Delt,,FujAdm07
6503169450,99008-645503999-990016-949-A650307--6062,Delt,,FujAdm07
6503172907,99008-645503999-990016-299-A650307--6062,Delt,,FujAdm07
6503174004,99008-645503999-990016-409-A650307--6062,Delt,,FujAdm07
6503174500,99008-645503999-990016-459-A650307--6062,Delt,,FujAdm07
6503174950,99008-645503999-990016-499-A650307--6062,Delt,,FujAdm07
6503184506,99008-645503999-990016-459-A650307--6062,Delt,,FujAdm07
6503192908,99008-645503999-990016-299-A650307--6062,Delt,,FujAdm07
6503194005,99008-645503999-990016-409-A650307--6062,Delt,,FujAdm07
6503194900,99008-645503999-990016-499-A650307--6062,Delt,,FujAdm07
6503202903,99008-645503999-990016-299-A650307--6062,Delt,,FujAdm07
6503204507,99008-645503999-990016-459-A650307--6062,Delt,,FujAdm07
6506529105,99005-645503999-990016-919-A652000--6062,Delt,,FujAdm07
6509202905,04010-645501999-040005-299---6062,Delt,,FujAdm07
6509204002,04010-645501999-040005-409---6062,Delt,,FujAdm07
6509204509,04010-645501999-040005-459---6062,Delt,,FujAdm07
6509204908,04010-645501999-040005-499---6062,Delt,,FujAdm07
6509214008,04010-645501999-040005-409---6062,Delt,,FujAdm07
6509214903,04010-645501999-040005-499---6062,Delt,,FujAdm07
6509222906,04010-645501999-040007-299---6062,Delt,,FujAdm07
6509224909,04010-645501999-040007-499---6062,Delt,,FujAdm07
6509232901,04010-645501999-040005-299---6062,Delt,,FujAdm07
6509244004,04010-645501999-040005-409---6062,Delt,,FujAdm07
6509254050,04010-645501999-040005-409---6062,Delt,,FujAdm07
6509262304,04010-645501999-040011-239---6062,Delt,,FujAdm07
6509267950,04010-645501999-040011-799---6062,Delt,,FujAdm07
6509272350,04010-645501999-040011-239---6062,Delt,,FujAdm07
6509277905,04010-645501999-040011-799---6062,Delt,,FujAdm07
6509284901,04010-645501999-040011-499---6062,Delt,,FujAdm07
6509287900,04010-645501999-040011-799---6062,Delt,,FujAdm07
6509297108,04010-645501999-040014-719---6062,Delt,,FujAdm07
6509359405,04010-645501999-040012-949---6062,Delt,,FujAdm07
6509362902,04010-645501999-040012-299---6062,Delt,,FujAdm07
6509544008,04010-645501999-040014-409---6062,Delt,,FujAdm07
6509612909,04010-645501999-040012-299---6062,Delt,,FujAdm07
6509954001,99004-645503999-990028-409-A650299--6060,Delt,,FujAdm07
6509954508,99004-645503999-990028-459-A650299--6060,Delt,,FujAdm07
6509954907,99004-645503999-990028-499-A650299--6060,Delt,,FujAdm07
6509964503,99004-645503999-990028-459-A650299--6060,Delt,,FujAdm07
6509974002,99004-645503999-990028-409-A650299--6060,Delt,,FujAdm07
6509974509,99004-645503999-990028-459-A650299--6060,Delt,,FujAdm07
6509974908,99004-645503999-990028-499-A650299--6060,Delt,,FujAdm07
6509984903,99004-645503999-990028-499-A650299--6060,Delt,,FujAdm07
6509991004,04010-645501999-060601-109---,Delt,,jun
6509994550,99004-645503999-990028-459-A650299--6060,Delt,,FujAdm07
6509994909,99004-645503999-990028-499-A650299--6060,Delt,,FujAdm07
6510002200,06006-645511002-060010-229---,Delt,,kika
6510002901,06006-645511002-060005-299---,Delt,,kika
6510004009,02036-645511002-060602-409---,Delt,,jun
6510004904,07013-645511001-070012-499--070121-,Delt,,madw
6510005900,06006-645511002-060003-599---,Delt,,jun
6510007903,06006-645511002-060008-799---,Delt,,kika
6510009108,06006-645511002-060002-919---,Delt,,jun
6510009205,06006-645511002-060010-929---,Delt,,kika
6510009410,06006-645511002-060010-949---,Delt,,kika
6510009701,06006-645511002-060010-979---,Delt,,kika
6510012206,06006-645511002-060129-229---,Delt,,jun
6510017909,06006-645511002-060009-799---,Delt,,kika
6510019103,06006-645511002-060010-919---,Delt,,jun
6510019200,06006-645511002-060013-929---,Delt,,jun
6510019405,06006-645511002-060117-949---,Delt,,kika
6510019707,06006-645511002-060016-979---,Delt,,jun
6510022201,06006-645511002-060130-229---,Delt,,kika
6510022902,06006-645511002-060010-299---,Delt,,kika
6510027904,06006-645511002-060011-799---,Delt,,jun
6510029109,06006-645511002-060013-919---,Delt,,jun
6510029206,06006-645511999-060016-929---,Delt,,jun
6510029400,06006-645511002-060011-949---,Delt,,kika
6510037910,06006-645511002-060023-799---,Delt,,jun
6510039104,11003-645511002-060151-919---,Delt,,emu
6510039201,06006-645511002-060017-929---,Delt,,jun
6510039708,06006-645511002-060017-979---,Delt,,jun
6510041001,10002-645511002-060601-109---,Delt,,jun
6510042903,11003-645511002-110051-409---,Delt,,jun
6510044000,07013-645511001-070012-409--070121-,Delt,,madw
